t010100_3040	Saaren maat saroin jaettu	skvr03103090,skvr03106140,skvr03106170
t040206_1500	Siellä on ohjat ostettuna, vankiraudat valmistettu	skvr03135570,skvr03135620,skvr06107880,skvr07128981,skvr07129331,skvr07129330,skvr13036140,skvr13037310,skvr13037780,skvr13037800,skvr13038000,skvr13046810,skvr13108980
t040206_1510	Sika rikkoo sieklan pohjan, miniän syyksi syytetään	skvr03122640,skvr04134340,skvr04136130,skvr04136160,skvr04136190,skvr07131180,skvr13036830,skvr13037840,skvr13037990,skvr15111580
t040206_1520	Sinä vaan siirryt sinnemmäksi	skvr04101800
t040206_1530	Soivat sormet suuta vaste, pärehalko päätä vaste	skvr05217090,skvr06107880,skvr07128981,skvr07129331,skvr07129330,skvr07130540,skvr13035830,skvr13036140,skvr13036750,skvr13037340,skvr13037350,skvr13037360,skvr13038300,skvr13038550,skvr13039100,skvr13045450,skvr13045480,skvr13046720,skvr13046810,skvr13047370
t040206_1540	Sudet ulvovat kauppojasi	skvr05213170,skvr05213180,skvr05213590,skvr05213910,skvr05215680,skvr05216020,skvr13035250,skvr13037570,skvr13047150,skvr13047370,skvr13109000
t040206_1550	Sukusi oisi suonut sinun suohon kuolevan	skvr04116690,skvr04136160
t040206_1560	Sulho itkettää ihanat silmät	skvr03134830
t040206_1570	Sulho on äkäinen, pitkävihanen	skvr04116690,skvr04124180,skvr04124240,skvr04124280,skvr04126050,skvr04126910,skvr04126930,skvr04130860,skvr04131270,skvr04133620,skvr04136130,skvr04136180
t040206_1580	Sunnuntaiaamuna panit päällesi parasta	skvr03134830,skvr04127960,skvr04128220,skvr04133160
t040206_1590	Sydämessä vakka syttä, mielessä meren mutaa	skvr04103300,skvr04115820,skvr04116730,skvr04124310,skvr04130490,skvr04130880,skvr04132280,skvr04132380,skvr04132930,skvr04135960,skvr04136220,skvr05215890,skvr13038550
t040207_0320	Saatan saaruttani maille vierahille	skvr03104110,skvr03104390,skvr03136620,skvr03138740,skvr03141540,skvr03142450,skvr04102050,skvr04107880
t040207_0330	Sano niitä syönehesi mitä et syönytkään	skvr03104110,skvr03117600,skvr03124800,skvr03136620,skvr03138740,skvr03141540
t040207_0340	Sen on suutint suuri Luoja - tytöt muille	skvr03135670,skvr03142750
t040207_0350	Siitköhöt minun sijani	skvr03117090,skvr03130720,skvr03142760,skvr05214740,skvr13035130
t040207_0360	Sija tässä, ei sisarta	skvr05308451,skvr05308450,skvr05308460,skvr13047480,skvr13047490
t040207_0370	Sinun täytyy mennä koirantappajien taloon	skvr04124390
t040301_0300	Saitko neidon, voitko linnan	skvr01115200,skvr01116260,skvr01116530,skvr01116770,skvr01116780,skvr01116790,skvr01116811,skvr01116810,skvr01116830,skvr01116840,skvr01116861,skvr01116860,skvr01116890,skvr01116900,skvr01116930,skvr01116970,skvr01117010,skvr01117020,skvr01117080,skvr01117100,skvr01117210,skvr01117230,skvr01117240,skvr01117321,skvr01117330,skvr01117340,skvr01117350,skvr01117360,skvr01117380,skvr01117420,skvr01222500,skvr01222550,skvr02104930,skvr02105290,skvr02105300,skvr02105310,skvr02105320,skvr02105340,skvr02105360,skvr02105390,skvr02105440,skvr02105450,skvr02105470,skvr02105500,skvr02105511,skvr02105520,skvr02105570,skvr07129900,skvr07129940,skvr07130000,skvr07130030,skvr07131010,skvr07131560
t040301_0310	Sulhaselta tiedustellaan matkan onnistumista	skvr01115920,skvr01116260,skvr01116600,skvr01116610,skvr01116770,skvr01116810,skvr01116830,skvr01116840,skvr01116850,skvr01116861,skvr01116860,skvr01116890,skvr01116900,skvr01116930,skvr01116970,skvr01117010,skvr01117020,skvr01117060,skvr01117080,skvr01117100,skvr01117200,skvr01117230,skvr01117240,skvr01117260,skvr01117300,skvr01117321,skvr01117320,skvr01117330,skvr01117340,skvr01117350,skvr01117360,skvr01117380,skvr01117420,skvr01117430,skvr01222500,skvr01222550,skvr02104930,skvr02105360,skvr02105390,skvr02105440,skvr02105450,skvr02105470,skvr02105500,skvr02105511,skvr02105520,skvr02105570,skvr04112390,skvr04114850,skvr04107960,skvr04124400,skvr04127110,skvr04128300,skvr04130220,skvr04130850,skvr05213310,skvr05213320,skvr05216170,skvr05216191,skvr05216210,skvr05216220,skvr05216230,skvr05216240,skvr05216250,skvr05308751,skvr05308750,skvr05308761,skvr05308760,skvr05308891,skvr05308890,skvr05308931,skvr05308930,skvr05309371,skvr05309370,skvr05309391,skvr05309390,skvr05309740,skvr05309750,skvr07128890,skvr07129680,skvr07129900,skvr07129940,skvr07129950,skvr07130000,skvr07130030,skvr07130210,skvr07130230,skvr07130260,skvr07130270,skvr07130280,skvr07130290,skvr07130300,skvr13015980,skvr13035600,skvr13035720,skvr13038480,skvr13040770,skvr13040780,skvr13040790,skvr13040800,skvr13040810,skvr13040820,skvr13040830,skvr13040840,skvr13040850,skvr13040860,skvr13040870,skvr13040880,skvr13040890,skvr13040900,skvr13040910,skvr13040920,skvr13040930,skvr13042460,skvr13045020
t040301_0320	Sulho, osoittele ostettusi	skvr01116610,skvr01116740,skvr01117350,skvr01117380,skvr07129770,skvr07129790,skvr07129920,skvr07129950,skvr07130000,skvr07130030,skvr07130180,skvr07130210,skvr07130230,skvr07130270,skvr07130310,skvr07131010,skvr07131560
t040301_0330	Suostu meidän suoloihimme	skvr04112390,skvr04107950,skvr04130230,skvr05213710,skvr05215320,skvr05215450,skvr05307440,skvr13036290,skvr13036300,skvr13043150
t040302_0050	Syökää langot, juokaa langot	skvr04147070,skvr04147350,skvr04147860,skvr04147990,skvr13045230,skvr13045240,skvr13045250,skvr13109660
t040304_0080	Saanut ei sarkaista hametta	skvr05308791,skvr05308790,skvr13041140
t040304_0090	Suuri kiitos anopille	skvr13043610
t040308_0080	Saako huutaa hovissa	skvr05202840,skvr05310470,skvr05309411,skvr05309410,skvr13017710,skvr13017720,skvr13040080,skvr13045820,skvr13045950
t040309_0140	Sulho on vuoteilla voitettu	skvr05210420,skvr05213300,skvr05215040,skvr13035100,skvr13046260
t040310_0030	Saunassa käynti	skvr04132240,skvr04146490,skvr07249240,skvr10101730,skvr13042990
t040401_0660	Sano aina annettavan	skvr03117780,skvr03121200,skvr03121340,skvr03124020,skvr03130790,skvr04136730,skvr04138330,skvr05215240,skvr05215450,skvr06107360,skvr06107540,skvr06165251,skvr07129160,skvr13038060,skvr13043350,skvr13043690,skvr13043710,skvr13043760,skvr13043810,skvr13043820,skvr13043900,skvr13109701
t040401_0670	Siinä neittä neuvotaan, kuka pässin pään keritsi	skvr05305970,skvr05307780
t040401_0680	Sulhasen kotiintulo	skvr03130410,skvr04112750,skvr04138450,skvr05213200,skvr05213450,skvr05213460,skvr05308311,skvr05308310,skvr05308981,skvr05308980,skvr13035260,skvr13043660,skvr13043670,skvr13047650,skvr13109480
t040401_0690	Sulhon mielen noudattaminen	skvr01117430,skvr02105120,skvr02105160,skvr02105260,skvr02105470,skvr02105500,skvr05308990,skvr13044050
t040401_0700	Surren istu, surren astu	skvr01116820,skvr01117100,skvr01117290,skvr01117420
t040402_0270	Sitä kutsu kullaksi, joka oli vihillä vieressäsi	skvr05213010,skvr05214700,skvr05307981,skvr05307980,skvr13042640,skvr13044230,skvr13044530
t040501_0290	Sadan ruplan saappaat jalassa	skvr04106980,skvr04131590,skvr05213080,skvr05214360,skvr06165280,skvr07130370,skvr07130380
t040501_0300	Sulhasen vaatteiden ylistys	skvr02104940,skvr03116350,skvr04129050,skvr04130800,skvr05213070,skvr05214340,skvr05214350,skvr05214360,skvr05215190,skvr05215900,skvr07128220,skvr07130560,skvr07130570,skvr13042040,skvr13042050,skvr13042060,skvr13042070,skvr13042080,skvr13042090,skvr13042100,skvr13042620,skvr13044640
t040501_0310	Sulhon turkki	skvr05214340,skvr05214350
t040501_0330	Sulhanen rikas rahasta, repo vikkelä jalalta	skvr06107311
t040501_0340	Sulhanen suloinen kuin lemmen kuutamoinen	skvr01222550
t040501_0350	Sulhasen hevosen ylistys	skvr01117350,skvr03104020,skvr03104110,skvr03116670,skvr03116940,skvr03117620,skvr03119130,skvr03130080,skvr03133670,skvr03136620,skvr13042450
t040501_0360	Sulholla peurannahka peitteenä, karhunnahka katteena	skvr07128270,skvr07130410,skvr07130450,skvr13041450,skvr13041540,skvr13041930,skvr13042700,skvr13042710,skvr13042720,skvr13046300
t040501_0370	Sulhasta kiitetään: otit Suomesta sorean	skvr04128400,skvr13042630
t040502_0460	Se meillä kovinta työtä	skvr05216730,skvr05216750,skvr05309520,skvr13041190,skvr13041400,skvr13041440,skvr13041490,skvr13041530,skvr13041560,skvr13041790
t040502_0470	Siell' on kirstu kirstun päällä	skvr03104390,skvr03105920,skvr03142450,skvr04104760
t040502_0480	Sirahuta sirkut silmät meidän lohijärville	skvr01116620,skvr02105340
t040502_0490	Suo ei kasva kastekortta vaan apilaheinää	skvr13041570
t040502_0495	Syödään sileä leipä	skvr13044090
t040503_0480	Sait oivan ompelijan	skvr05214490
t040503_0490	Sait riskin riihen puijan, kankaankutojan	skvr04112560,skvr04135190,skvr05308711,skvr05308710,skvr06107621,skvr06107620,skvr06107640,skvr06165220,skvr07130740,skvr13042460,skvr13042620,skvr13042800,skvr13042810,skvr13042820,skvr13042830,skvr13042840,skvr13042850,skvr13042860,skvr13042870,skvr13044620,skvr13044650,skvr13044810,skvr13109500
t040503_0495	Sait suuren ja sorian	skvr04104750,skvr04107000,skvr04116700,skvr04135980,skvr04136140,skvr05214810,skvr05215180,skvr05307561,skvr05307560,skvr05309321,skvr05309320,skvr05309330,skvr12103880,skvr13039080,skvr13039100,skvr13039110,skvr13039640,skvr13041740,skvr13041750,skvr13041970,skvr13042380,skvr13042400,skvr13042430,skvr13042510,skvr13042720
t040503_0500	Silmät maksavat sinisen (morsiamesta)	skvr04112490,skvr04112720,skvr04102900,skvr04104680,skvr04106950,skvr04108620,skvr04115820,skvr04117170,skvr04123240,skvr04124320,skvr04124380,skvr04124700,skvr04128190,skvr04128400,skvr04129050,skvr04130500,skvr04130710,skvr04130800,skvr04131590,skvr04134150,skvr04134350,skvr04134960,skvr04135160,skvr04135260,skvr04135850,skvr04136060,skvr04138340,skvr04138440,skvr04139030,skvr04139070,skvr04139360,skvr04141660,skvr05213350,skvr05214030,skvr05214410,skvr05214810,skvr05215170,skvr05215230,skvr05215320,skvr05215730,skvr05215760,skvr05215770,skvr05215840,skvr05223080,skvr05307511,skvr05307510,skvr07125620,skvr13036360,skvr13036500,skvr13038480,skvr13042450,skvr13042480,skvr13042500,skvr13042510,skvr13042520,skvr13042530,skvr13042620
t040503_0510	Silmät suuret, suu sorea	skvr04126960,skvr05215140,skvr05307610,skvr13038520
t040503_0520	Silta siintää neidon punarivoista, sinihameesta	skvr03116470,skvr04123180
t040503_0530	Sirppiin sivakka, villi viikatteelle	skvr03104060,skvr03117510,skvr03117530,skvr04112670,skvr04112730,skvr04107890,skvr04108040,skvr04124420,skvr04124430,skvr04127100,skvr04128360,skvr04134180,skvr04134800,skvr04135190,skvr13040400,skvr13042760,skvr13042780,skvr13042790
t040503_0540	Sukkula suihki kädessä kuin kärppä kiven raossa	skvr01114890,skvr01114900,skvr01115020,skvr01115060,skvr01115100,skvr01115150,skvr01115180,skvr01115280,skvr01115320,skvr01119270,skvr01222250,skvr02104690,skvr02104700,skvr02104720,skvr02104730,skvr02104780,skvr02105070,skvr02105130,skvr02105150,skvr02105170,skvr02105230,skvr03142720,skvr04141450,skvr05214420,skvr05307620,skvr06107621,skvr06107640,skvr06165280,skvr07130370,skvr07130380,skvr12103860,skvr13042460,skvr13042620,skvr13042810,skvr13042820,skvr13042830,skvr13042840,skvr13042850,skvr13042860,skvr13042870,skvr13042880,skvr13044620,skvr13044650,skvr13044820,skvr13044830,skvr13044870,skvr15111720
t040503_0550	Suku suuri neidolla	skvr03130860,skvr04112500,skvr04108880,skvr05216200,skvr05308501,skvr05308500,skvr13042770,skvr13042890
t040504_0190	Sait ankaran anopin	skvr05215320,skvr05216150
t040504_0200	Sait miehen merellä kävijän	skvr01116770,skvr01116790,skvr01116890,skvr01117020,skvr01222500
t040504_0210	Sait miehen metsänkävijän	skvr01116640,skvr01116670,skvr01116680,skvr01116690,skvr01116700,skvr01116750,skvr01116770,skvr01116780,skvr01116790,skvr01116810,skvr01116820,skvr01116840,skvr01116861,skvr01116860,skvr01116890,skvr01116900,skvr01116930,skvr01116970,skvr01117000,skvr01117010,skvr01117020,skvr01117040,skvr01117100,skvr01117210,skvr01117340,skvr01117360,skvr01117370,skvr01222500,skvr02105380,skvr02105410,skvr02105440,skvr02105460,skvr02105500
t040504_0220	Sait miehen mielullisen	skvr04129620,skvr05215190,skvr13041670,skvr13041710,skvr13041730,skvr13041980
t040504_0230	Sait miehen satojen tuojan	skvr01116750,skvr01116770,skvr01116780,skvr01116790,skvr01116890,skvr01116900,skvr01222500
t040504_0240	Sait ukon uunintekijän 	skvr13037370
t040504_0250	Sen sait, mitä halajit	skvr03142700,skvr04112770,skvr04128230,skvr05213550,skvr05213980,skvr05216400,skvr05309321,skvr05309320,skvr05309331,skvr05309330,skvr05309351,skvr05309350,skvr05309701,skvr05309700,skvr05309720,skvr13041740,skvr13041860,skvr13041970,skvr13041990,skvr13043660,skvr13044630
t040504_0260	Siellä olit sikojen paimen, täällä possu pöydän päässä	skvr05217190
t040504_0270	Sitä kuuta kohti kävit	skvr05215320
t040505_0460	Saitte saivareen vävyksi	skvr04107080
t040505_0480	Selin söi, syrjin makasi	skvr13037190,skvr13044850
t040505_0490	Siansilmä, koirankorva	skvr04107080,skvr05213150,skvr05214110,skvr05307361,skvr05307360,skvr13035910,skvr13035920,skvr13039140,skvr13039160,skvr13108740
t040505_0495	Sika syö säkin selästä	skvr13035840,skvr13039100
t040505_0500	Sikanen sinua kiitti	skvr07130090
t040505_0510	Silmät mustat, korvat mustat, pää pesty sukimatta	skvr03134850
t040505_0520	Silmät päässä kuin sialla	skvr04104910,skvr04130810,skvr04141910,skvr05214030,skvr05214050,skvr05214260,skvr05215010,skvr13038550,skvr13038950,skvr13039030,skvr13039060,skvr13039380
t040505_0530	Silmät tehty seipäällä, suu lapiolla lohkaistu	skvr04104910,skvr04141550,skvr05214260,skvr05216380,skvr13038990,skvr13039100,skvr13039110,skvr13042360
t040505_0540	Sinäkö olet paska maan parhaita	skvr13035710,skvr13038660
t040505_0550	Sulhanen sukapii	skvr01117670
t040505_0560	Sulhaselle, kun kosijat eivät ole mieluiset	skvr02104800
t040505_0570	Sulho hampaista hatara, keitetäänkö kiisseliä	skvr04101710,skvr04106320,skvr04117760,skvr04124340,skvr04133960,skvr04139070,skvr04141070
t040505_0580	Sulho juomari	skvr01117590,skvr03103640,skvr03104410,skvr03122720,skvr03141410,skvr04112920,skvr04103450,skvr04106450,skvr04108620,skvr04108840,skvr04116730,skvr04117760,skvr04124210,skvr04124290,skvr04125810,skvr04126930,skvr04127960,skvr04131160,skvr04131240,skvr04131280,skvr04131580,skvr04132830,skvr04133630,skvr04135160,skvr04138160,skvr04138330,skvr04138450,skvr05213410,skvr05214030,skvr05214150,skvr05217090,skvr05217100,skvr05308020,skvr05308090,skvr05308220,skvr05308311,skvr05308981,skvr05308980,skvr06107450,skvr06107460,skvr06107820,skvr06107880,skvr07128981,skvr07129331,skvr13035620,skvr13035830,skvr13036740,skvr13036750,skvr13036760,skvr13036770,skvr13036780,skvr13036800,skvr13038300,skvr13038540,skvr13038550,skvr13038560,skvr13038570,skvr13038580,skvr13038590,skvr13038600,skvr13038610,skvr13038620,skvr13038630,skvr13038640,skvr13038650,skvr13039250,skvr13039820,skvr13042390,skvr13044390,skvr13044410,skvr13045450,skvr13046720,skvr13046810,skvr13046920,skvr13047030,skvr13103780,skvr13108920,skvr13108930,skvr13108941,skvr13108940,skvr13109130,skvr13109800
t040505_0590	Sulho kaljupäinen	skvr13109150
t040505_0600	Sulho kengitetty kuin pöläkkä pauloitettu, pää nidottu kuin kontiin koottu	skvr04101160
t040505_0610	Sulho koditon	skvr04112800,skvr04123330,skvr04131270,skvr04133630,skvr04139740,skvr05213970,skvr05216830,skvr05224500,skvr13038560
t040505_0620	Sulho kuin kuiva koivun oksa	skvr07131120
t040505_0630	Sulho laiska	skvr04112800,skvr04114710,skvr04108880,skvr04131580,skvr05214310,skvr13047370
t040505_0640	Sulho musta pikkarainen	skvr05214020,skvr05214050,skvr12103880,skvr13035840,skvr13038460,skvr13039100,skvr13042380,skvr13044550
t040505_0650	Sulho on akkoja ajellut	skvr05214060
t040505_0660	Sulho sairas	skvr04131580,skvr13038450,skvr13038460,skvr13038510,skvr13038920,skvr13038980,skvr13039180,skvr13039220,skvr13039370,skvr13039470,skvr13044550,skvr13045860,skvr13108750
t040505_0670	Sulho valehtelija	skvr13035250,skvr13036820
t040505_0680	Sulho vanha	skvr04105040,skvr04117340,skvr05308531,skvr05308530,skvr13038840,skvr13040200,skvr13040210,skvr13109170
t040505_0690	Sulho varas	skvr13039260
t040505_0700	Sulho varaton	skvr04138330
t040505_0710	Sulholla suden ikenet	skvr02105120,skvr02105160,skvr02105400,skvr02105470,skvr02105500,skvr04101710,skvr04105130,skvr05224470,skvr05308060,skvr06107460,skvr06107880,skvr07128981,skvr07128980,skvr07129331,skvr07130540,skvr07130740,skvr07131300,skvr13036140,skvr13036980,skvr13038550,skvr13038850,skvr13038860,skvr13038870,skvr13039030,skvr13046110,skvr13047370
t040505_0720	Sulhollanne on viinavelkoja kylässä	skvr13039120
t040505_0730	Sulhon hevosen pilkkaaminen	skvr04101150,skvr04112550,skvr04112760,skvr04112920,skvr04102910,skvr04104750,skvr04104910,skvr04104980,skvr04105310,skvr04107100,skvr04108880,skvr04116810,skvr04122900,skvr04123320,skvr04124340,skvr04124350,skvr04124700,skvr04130740,skvr04130780,skvr04131590,skvr04132410,skvr04132800,skvr04133420,skvr04134350,skvr04134970,skvr04135160,skvr04135260,skvr04135850,skvr04136110,skvr04136150,skvr04138340,skvr04139070,skvr04139360,skvr04139740,skvr04140950,skvr04141360,skvr04141550,skvr04141660,skvr04141880,skvr04145840,skvr05213290,skvr05214040,skvr05214091,skvr05214110,skvr13035840,skvr13035880
t040505_0740	Sulhon päästä saavin saisi	skvr13038940,skvr13038990,skvr13039050,skvr13039170
t040505_0750	Sulhon suu on suuri, paha tuohon paikkaa panna	skvr03136580,skvr04112650,skvr04101710,skvr04107090,skvr04117760,skvr04122900,skvr04131600,skvr04133960,skvr04138340,skvr04139070,skvr04141550,skvr07130170
t040505_0760	Sulhon vaatteiden moitinta	skvr04108880,skvr04116690,skvr05214230,skvr13038880,skvr13038890
t040505_0770	Suostutko, neido, sulhohes	skvr07128981,skvr07128980
t040505_0780	Suun läpi linnut lentelee	skvr05214220,skvr13038900,skvr13039040,skvr13039680
t040505_0790	Suu on auki ammollaan, syökö luuta vai lihaa	skvr13036330,skvr13037680,skvr13047160
t040506_0360	Sait mustaa murikan	skvr13109250
t040506_0370	Sait nartun naurismaalta	skvr05214780,skvr05215020,skvr13040040,skvr13040050
t040506_0380	Sait suolta suovariksen	skvr02105580,skvr03101320,skvr03128490,skvr03136800,skvr04112710,skvr04107910,skvr04116690,skvr04130630,skvr05214010,skvr05214350,skvr05214770,skvr05214780,skvr05214790,skvr05214820,skvr05214840,skvr05214870,skvr05215020,skvr05215050,skvr05215080,skvr05216380,skvr05307700,skvr05307721,skvr05307720,skvr05309750,skvr07128890,skvr07131071,skvr07145640,skvr13038980,skvr13039040,skvr13039120,skvr13039240,skvr13039330,skvr13039390,skvr13039490,skvr13039550,skvr13039700,skvr13039900,skvr13040040,skvr13040060,skvr13040070,skvr13041930,skvr13045560,skvr13109260,skvr13109270
t040506_0390	Sait vihkeron vihhoi	skvr05308701,skvr05308700
t040506_0400	Sait viimein viitattoman	skvr04112710
t040506_0410	Sanoit ottavasi kirkon parvelta parhaimman	skvr04112710,skvr04106280,skvr04107020,skvr04125010,skvr04131580,skvr04132920,skvr04134800,skvr04136020,skvr05213931,skvr05213930,skvr05214290,skvr05214750,skvr05214770,skvr05214870,skvr05215020,skvr05215040,skvr05216380,skvr05307660,skvr05307681,skvr05307680,skvr05307720,skvr05307731,skvr05307730,skvr05307760,skvr05307770,skvr05307800,skvr13036520,skvr13038660,skvr13039450,skvr13039490,skvr13039680,skvr13039900,skvr13039920,skvr13039930,skvr13040070,skvr13045560,skvr13109260,skvr13109270,skvr13109540
t040506_0420	Sanoit tuovasi Suomesta sorjan	skvr04112710,skvr04130630,skvr04136000,skvr05214870,skvr07130881,skvr07130880,skvr13038480,skvr13039490,skvr13039680,skvr13039920,skvr13039930,skvr13109260,skvr13109270
t040506_0430	Sitä kuuta et kohti käynyt mitä tavoittelit	skvr05213470,skvr05214950,skvr05215040
t040507_0130	Sait hullun hurstillesi	skvr05217100,skvr13046960
t040507_0140	Sait savisen saksan	skvr07130500,skvr13038780,skvr13038790,skvr13038800
t040507_0150	Sanoit että pitää olla vaari kengittämässä	skvr04112450,skvr04123240,skvr04124190,skvr04124240,skvr04124250,skvr04125850,skvr04126260,skvr04131580,skvr04138070
t040507_0160	Sinulle Antti annettiin, kierosilmä kenkättiin	skvr04131270
t040508_0290	Sanottiin täällä olevan	skvr01117640,skvr01117650,skvr01222630,skvr02105580,skvr05215650,skvr05216840,skvr05216850,skvr05216910,skvr05308071,skvr05308070,skvr05309551,skvr05309550,skvr05309770,skvr06107840,skvr06165270,skvr07129710,skvr07130710,skvr07130720,skvr07130730,skvr07130740,skvr07130750,skvr07130760,skvr07130770,skvr07130780,skvr07130790,skvr12103800,skvr12103810,skvr13036820,skvr13045340,skvr13045350,skvr13045360,skvr13045380,skvr13045400,skvr13045410,skvr13045430,skvr13045450,skvr13045470,skvr13045480,skvr13045540,skvr13045550,skvr13045560,skvr13045590,skvr13045610,skvr13045650,skvr13045660,skvr15111760,skvr15101940
t040508_0300	Silmiksi sokialaan joutui neito	skvr05215160,skvr05309380,skvr13038810,skvr13038820,skvr13045370
t040508_0305	Sulho on suolta suojan saanut	skvr05213801,skvr05213970,skvr05216530,skvr05216810,skvr05308210,skvr05308521,skvr05308520,skvr07129780,skvr07130290
t040508_0310	Suolat, suurukset kylässä, vaatehuone varvikossa	skvr13041510
t040509_0090	Sanottiin ettei kuule meidän vello	skvr05214180
t040509_0100	Sanottiin ettei ole missä yötä olla	skvr04122980
t040509_0110	Sanottiin veljeäni multahirren mustaksi	skvr03116430,skvr03116530
t040509_0120	Sanottiin veljeäni sian sorkan suuruiseksi	skvr03130360
t040510_0440	Saat panna paimeneksi	skvr05307761,skvr05307760,skvr13039560,skvr13039890,skvr13039900,skvr13039910,skvr13039950
t040510_0450	Sika on syönyt silmäripset	skvr13039400
t040510_0460	Sika syö selästä lapsen	skvr03139320,skvr03139330,skvr05214790,skvr13039560,skvr13039890,skvr13039910,skvr13039920
t040510_0470	Silmät liehuu lieden päällä	skvr05214810
t040510_0480	Silmät mustat, korvat mustat, pää pesty sukimatta	skvr07130881,skvr07130880
t040510_0490	Silta painui, palkit notkui	skvr06107650,skvr06107660,skvr06165340,skvr06165350,skvr07129180,skvr07130890,skvr13036140,skvr13039820
t040510_0500	Siveetön morsian	skvr13039670,skvr13039980
t040510_0510	Susi luulee siaksi	skvr05214790,skvr13040010
t040510_0520	Suu on kuin sukkatöllys	skvr13038910,skvr13039190,skvr13039590,skvr13039610
t040512_0040	Suotta moitin, totta kiitän	skvr04123250,skvr04124700,skvr04130780,skvr04130790,skvr04135160,skvr04136150,skvr04138340,skvr04141890
t040513_0260	Saajannaisen pilkka	skvr01116700,skvr01116900,skvr01116920,skvr01116930,skvr01116970,skvr01116990,skvr01117190,skvr01117200,skvr01117230,skvr01117321,skvr01117320,skvr01117330,skvr01117350,skvr01117360,skvr01117380,skvr01117390,skvr01117660,skvr01222521,skvr01222520,skvr01222550,skvr01222610,skvr02105010,skvr02105160,skvr07129720,skvr07129730,skvr07129740,skvr07130970,skvr07131520,skvr07131600,skvr07131610
t040513_0270	Silmät liehuu lieden päälle	skvr05214120,skvr05216460,skvr05216480,skvr13040090,skvr13045800,skvr13045990
t040513_0280	Sulhaspojalle	skvr13039201
t040513_0290	Suotta meitä soimattiin	skvr13040140
t040513_0300	Sääli käydä sättimään nuoteita	skvr04123320
t040514_0200	Söitpä, joitpa neitosesi	skvr06165280,skvr07130370,skvr07130380,skvr07130740,skvr07131510,skvr13046160
t040516_0050	Saajannaisen ylistys	skvr01115610,skvr01115940,skvr01116600,skvr01116610,skvr01116620,skvr01116640,skvr01116680,skvr01116690,skvr01116700,skvr01116750,skvr01116770,skvr01116780,skvr01116790,skvr01116810,skvr01116820,skvr01116830,skvr01116840,skvr01116850,skvr01116861,skvr01116860,skvr01116890,skvr01116900,skvr01116910,skvr01116920,skvr01116930,skvr01116970,skvr01116990,skvr01117000,skvr01117010,skvr01117020,skvr01117030,skvr01117040,skvr01117060,skvr01117080,skvr01117100,skvr01117190,skvr01117200,skvr01117210,skvr01117230,skvr01117240,skvr01117260,skvr01117270,skvr01117300,skvr01117321,skvr01117320,skvr01117330,skvr01117340,skvr01117350,skvr01117360,skvr01117380,skvr01117390,skvr01117420,skvr01222500,skvr01222521,skvr01222520,skvr01222550,skvr01222610,skvr02104870,skvr02104880,skvr02104900,skvr02104931,skvr02104930,skvr02104940,skvr02104960,skvr02104971,skvr02104970,skvr02105010,skvr07129650,skvr07129660,skvr07129680,skvr07129700,skvr07130970,skvr07131170,skvr07131580
t040516_0060	Soittajien ylistys	skvr02104880,skvr02104900,skvr02104920
t040602_0040	Sija tässä, ei sisoista	skvr05217030,skvr05217040,skvr05217050,skvr13047330,skvr13047510
t040701_0260	Sopua avioparille	skvr07249270,skvr12176170,skvr12176180
t040701_0270	Sulhanen varataan	skvr01115540,skvr01115560,skvr01218650,skvr01218770,skvr02110621,skvr02110620,skvr02110680,skvr02104610,skvr02104630,skvr03103990,skvr03100500,skvr03117270,skvr03122690,skvr03123820,skvr03124510,skvr03125410,skvr03130460,skvr03130730,skvr03135660,skvr03136250,skvr03142620,skvr04114520,skvr04102390,skvr04102790,skvr04106970,skvr07128080,skvr07128090,skvr07128110,skvr07128160,skvr07128180,skvr07128200,skvr07128210,skvr07248500,skvr07248960,skvr15111690
t040701_0280	Sulhaskansan rikkeiltä varataan	skvr01218400
t040801_0270	Saa ei Muoni morsianta	skvr05308510
t040801_0280	Silloin on poika puolellase, kun ison kotona	skvr13040800
t040801_0290	Sulho pruutta, sulkku tukka	skvr04127810
t040801_0300	Sulholle, joka menee kotivävyksi	skvr05213801,skvr05216530,skvr13047460
t040801_0310	Suomalainen hääruno vuodelta 1780	skvr09100270
t050100_3940	Saakus sii laarin kell	skvr10112630
t050100_3950	Saava istu sampaan päällä	skvr04147740
t050100_3960	Sain kirpun kiinni, möin nahan, ostin orin	skvr09127740,skvr09127750,skvr09203140
t050100_3970	Sanongo siule valgieda härgie?	skvr02113020
t050100_3980	Sanon minä saarnaa	skvr01119430,skvr01119490,skvr01119500,skvr01119510,skvr01119520,skvr01223520,skvr01223530,skvr02113040,skvr02113050,skvr02113060,skvr02113070,skvr02113080,skvr02113090,skvr02113100,skvr02114280,skvr02114300,skvr02106080,skvr02106100,skvr07138390,skvr07138400,skvr07141250,skvr07145950,skvr15106300,skvr15106310
t050100_3990	Sanon Pakan akalle: pane pata takalle	skvr11126490
t050100_4000	Satu meni saunaan, pani laukun naulaan	skvr06122840,skvr06170480
t050100_4010	Satu meni saunaan, punaiset pöksyt jalassa	skvr06122830
